course_id,course_name
246,'CBSE_GA_FLN_C7_Multilingual Education in Primary Grades.'
247,'CBSE_GA_FLN_C8_Learning Assessment'
248,'CBSE_GA_FLN_C9_Foundational Numeracy'
249,'CBSE_GA_FLN_C10_School Leadership for Foundational Literacy and Numeracy'
250,'CBSE_GA_SEC_Curriculum and Inclusive Classrooms'
251,'CBSE_GA_SEC_ICT in Teaching-Learning and Assessment'
252,'CBSE_GA_SEC_Personal-Social Qualities for Holistic Development'
253,'CBSE_I_FLN_C1_Introduction to FLN Mission'
254,'CBSE_I_FLN_C2_Shifting Towards Competency Based Education'
255,'CBSE_I_FLN_C2_Shifting Towards Competency Based Education_Batch2'
256,'CBSE_I_FLN_C4_Involvement of Parents and Communities for FLN'
257,'CBSE_I_FLN_C7_Multilingual Education in Primary Grades.'
258,'CBSE_I_FLN_C8_Learning Assessment_Batch2'
259,'CBSE_I_FLN_C9_Foundational Numeracy'
260,"'CBSE_I_FLN_C11_Integration of ICT in Teaching, Learning and Assessment'"
261,'CBSE_I_S_C1_Curriculum and Inclusive Classrooms _Batch2'
262,'CBSE_I_S_C2_ICT in Teaching-Learning and Assessment_BATCH2'
263,'CBSE_I_S_C3_Personal-Social Qualities for Holistic Development_BATCH2'
264,'CBSE_I_S_C4_Art Integrated Learning_BATCH2'
265,'CBSE_I_S_C5_Understanding Secondary Stage Learners_BATCH2'
266,'CBSE_I_S_C6_Health and Well-being_BATCH2'
267,'CBSE_I_S_C7_ Integrating Gender in Schooling Processes_BATCH2'
268,'CBSE_I_S_C10_School Based Assessment_BATCH2'
269,'CBSE_I_S_C11_Initiatives in School Education_BATCH2'
270,'CBSE_I_S_C12_Toy Based Pedagogy_BATCH2'
271,'CBSE_I_SEC_C4_Art Integrated Learning'
272,'CBSE_I_SEC_C5_Understanding Secondary Stage Learners'
273,'CBSE_I_SEC_C6_Health and Well-being'
274,'CBSE_I_SEC_C7_ Integrating Gender in Schooling Processes'
275,'CBSE_I_SEC_C9_Vocational Education'
276,'CBSE_I_SEC_C10_School Based Assessment'
277,'CBSE_I_SEC_C11_Initiatives in School Education'
278,'CBSE_I_SEC_C12_Toy Based Pedagogy'
279,'CBSE_IND_FLN_C6_ Foundational Language and Literacy'
280,'CBSE_IND_SEC_Curriculum and Inclusive Classrooms'
281,'CBSE_IND_SEC_ICT in Teaching-Learning and Assessment'
282,'CBSE_IND_SEC_Personal-Social Qualities for Holistic Development'
283,'KVS_ NISHTHASEC_Initiatives in School Education'
284,'KVS_ NISHTHASEC_School Based Assessment'
285,'KVS_ NISHTHASEC_Toy Based Pedagogy'
286,'KVS_FLN_Foundational Language and Literacy'
287,'KVS_FLN_Foundational Numeracy'
288,"'KVS_FLN_Integration of ICT in Teaching, Learning and Assessment'"
289,'KVS_FLN_Introduction to FLN Mission'
290,'KVS_FLN_Involvement of Parents and Communities for FLN'
291,'KVS_FLN_Learning Assessment'
292,'KVS_FLN_Multilingual Education in Primary Grades'
293,'KVS_FLN_School Leadership for Foundational Literacy and Numeracy'
294,'KVS_FLN_Shifting Towards Competency Based Education'
295,'KVS_FLN_Toy Based Pedagogy for Foundational Stage'
296,'KVS_NISHTHASEC_Art Integrated Learning'
297,'KVS_NISHTHASEC_Curriculum and Inclusive Classrooms'
298,'KVS_NISHTHASEC_ICT in Teaching-Learning and Assessment'
299,'KVS_NISHTHASEC_Integrating Gender in Schooling Processes'
300,'KVS_NISHTHASEC_Personal-Social Qualities for Holistic Development'
301,'KVS_NISHTHASEC_Understanding Secondary Stage Learners'
302,'KVS_NISHTHASEC_Vocational Education'
303,'KVS_SEC_Art Integrated Learning'
304,'KVS_SEC_Curriculum and Inclusive Classrooms'
305,'KVS_SEC_Health and Well-being'
306,'KVS_SEC_ICT in Teaching-Learning and Assessment'
307,'KVS_SEC_Personal-Social Qualities for Holistic Development'
308,'KVS_SEC_Understanding Secondary Stage Learners'
309,'NVS_NISHTHASEC_1.Curriculum and Inclusive Classrooms-Batch2'
310,'NVS_NISHTHASEC_2.ICT in Teaching-Learning and Assessment-Batch2'
311,'NVS_NISHTHASEC_3.Personal-Social Qualities for Holistic Development-Batch2'
312,'NVS_NISHTHASEC_4.Art Integrated Learning-Batch2'
313,'NVS_NISHTHASEC_5.Understanding Secondary Stage Learners-Batch2'
314,'NVS_NISHTHASEC_6.Health and Well-being-Batch2'
315,'NVS_NISHTHASEC_7.Integrating Gender in Schooling Processes'
316,'NVS_NISHTHASEC_7.Integrating Gender in Schooling Processes-Batch2'
317,'NVS_NISHTHASEC_9.Vocational Education'
318,'NVS_NISHTHASEC_9.Vocational Education-Batch2'
319,'NVS_NISHTHASEC_10.School Based Assessment'
320,'NVS_NISHTHASEC_10.School Based Assessment-Batch2'
321,'NVS_NISHTHASEC_11. Initiatives in School Education'
322,'NVS_NISHTHASEC_11. Initiatives in School Education-Batch2'
323,'NVS_NISHTHASEC_12.Toy Based Pedagogy'
324,'NVS_NISHTHASEC_12.Toy Based Pedagogy-Batch2'
325,'NVS_NISHTHASEC_Art Integrated Learning'
326,'NVS_NISHTHASEC_Curriculum and Inclusive Classrooms'
327,'NVS_NISHTHASEC_Health and Well-being'
328,'NVS_NISHTHASEC_ICT in Teaching-Learning and Assessment'
329,'NVS_NISHTHASEC_Personal-Social Qualities for Holistic Development'
330,'NVS_NISHTHASEC_Understanding Secondary Stage Learners'
331,'CBSE_G_FLN_C1_Introduction to FLN Mission_Batch2'
332,'CBSE_G_FLN_C2_Shifting Towards Competency Based Education_Batch2'
333,'CBSE_G_FLN_C4_Involvement of Parents and Communities for FLN_Batch2'
334,'CBSE_G_FLN_C6_Foundational Language and Literacy_Batch2'
335,'CBSE_G_FLN_C7_Multilingual Education in Primary Grades._Batch2'
336,'CBSE_G_FLN_C8_Learning Assessment_Batch2'
337,'CBSE_G_FLN_C9_Foundational Numeracy_Batch2'
338,"'CBSE_G_FLN_C11_Integration of ICT in Teaching, Learning and Assessment'"
339,"'CBSE_G_FLN_C11_Integration of ICT in Teaching, Learning and Assessment_Batch2'"
340,'CBSE_G_FLN_C12_Toy Based Pedagogy for Foundational Stage'
341,'CBSE_G_FLN_C12_Toy Based Pedagogy for Foundational Stage_Batch2'
342,'CBSE_I_FLN_C1_Introduction to FLN Mission_Batch2'
343,'CBSE_I_FLN_C4_Involvement of Parents and Communities for FLN_Batch2'
344,'CBSE_I_FLN_C6_ Foundational Language and Literacy_Batch2'
345,'CBSE_I_FLN_C7_Multilingual Education in Primary Grades_Batch2'
346,'CBSE_I_FLN_C8_Learning Assessment'
347,'CBSE_I_FLN_C9_Foundational Numeracy_Batch2'
348,'CBSE_I_FLN_C10_School Leadership for Foundational Literacy and Numeracy'
349,'CBSE_I_FLN_C10_School Leadership for Foundational Literacy and Numeracy_Batch2'
350,"'CBSE_I_FLN_C11_Integration of ICT in Teaching, Learning and Assessment _Batch2'"
351,'CBSE_I_FLN_C12_Toy Based Pedagogy for Foundational Stage'
352,'CBSE_I_FLN_C12_Toy Based Pedagogy for Foundational Stage_Batch2'
353,'KVS_NISHTHASEC_Health and Well-being'
354,'CHD_Art Integrated Learning'
355,'CHD_Curriculum and Inclusive Classrooms'
356,'CHD_Developing Personal-Social Qualities (PSQ) for Creating a Safe and Healthy School Environment'
357,'CHD_FLN_Foundational Language and Literacy'
358,'CHD_FLN_Foundational Language and Literacy- Batch 2'
359,'CHD_FLN_Foundational Numeracy'
360,'CHD_FLN_Foundational Numeracy- Batch 2'
361,"'CHD_FLN_Integration of ICT in Teaching, Learning and Assessment'"
362,"'CHD_FLN_Integration of ICT in Teaching, Learning and Assessment- Batch 2'"
363,'CHD_FLN_Introduction to FLN Mission'
364,'CHD_FLN_Introduction to FLN Mission- Batch 2'
365,'CHD_FLN_Involvement of Parents and Communities for FLN'
366,'CHD_FLN_Involvement of Parents and Communities for FLN- Batch 2'
367,'CHD_FLN_Learning Assessment'
368,'CHD_FLN_Learning Assessment- Batch 2'
369,'CHD_FLN_Multilingual Education in Primary Grades'
370,'CHD_FLN_Multilingual Education in Primary Grades- Batch 2'
371,'CHD_FLN_School Leadership for Foundational Literacy and Numeracy'
372,'CHD_FLN_School Leadership for Foundational Literacy and Numeracy- Batch 2'
373,'CHD_FLN_Shifting Towards Competency Based Education'
374,'CHD_FLN_Shifting Towards Competency Based Education- Batch 2'
375,'CHD_FLN_Toy Based Pedagogy for Foundational Stage'
376,'CHD_FLN_Toy Based Pedagogy for Foundational Stage- Batch 2'
377,'CHD_Health and Well-being in Schools'
378,'CHD_Initiatives in School Education'
379,'CHD_Integrating Gender in the Teaching Learning Process'
380,"'CHD_Integration of ICT in Teaching, Learning and Assessment'"
381,'CHD_Pedagogy of Environmental Studies'
382,'CHD_Pedagogy of Languages'
383,'CHD_Pedagogy of Mathematics'
384,'CHD_Pedagogy of Science'
385,'CHD_Pedagogy of Social Sciences'
386,'CHD_Pre-vocational Education'
387,'CHD_Preschool Education'
388,'CHD_School Based Assessment'
389,'CHD_SEC_ Integrating Gender in Schooling Processes'
390,'CHD_SEC_ Integrating Gender in Schooling Processes- Batch 2'
391,'CHD_SEC_Art Integrated Learning'
392,'CHD_SEC_Art Integrated Learning- Batch 2'
393,'CHD_Sec_Curriculum and Inclusive Classrooms'
394,'CHD_Sec_Curriculum and Inclusive Classrooms- Batch 2'
395,'CHD_SEC_Health and Well-being'
396,'CHD_SEC_Health and Well-being- Batch 2'
397,'CHD_Sec_ICT in Teaching-Learning and Assessment'
398,'CHD_Sec_ICT in Teaching-Learning and Assessment- Batch 2'
399,'CHD_SEC_Initiatives in School Education'
400,'CHD_SEC_Initiatives in School Education - Batch 2'
401,'CHD_Sec_Personal-Social Qualities for Holistic Development'
402,'CHD_Sec_Personal-Social Qualities for Holistic Development- Batch 2'
403,'CHD_SEC_School Based Assessment'
404,'CHD_SEC_School Based Assessment - Batch 2'
405,'CHD_SEC_Toy Based Pedagogy'
406,'CHD_SEC_Toy Based Pedagogy- Batch 2'
407,'CHD_SEC_Understanding Secondary Stage Learners'
408,'CHD_SEC_Understanding Secondary Stage Learners - Batch 2'
409,'CHD_SEC_Vocational Education'
410,'CHD_SEC_Vocational Education- Batch 2'
411,"'CHD_Understanding Rights, Child Sexual Abuse and The POCSO Act, 2012'"
412,'CISCE_FLN Shifting Towards Competency Based Education'
413,'CISCE_FLN Shifting Towards Competency Based Education_Batch 2'
414,'CISCE_FLN_Foundational Language and Literacy'
415,'CISCE_FLN_Foundational Language and Literacy_Batch 2'
416,'CISCE_FLN_Foundational Numeracy'
417,'CISCE_FLN_Foundational Numeracy_Batch 2'
418,"'CISCE_FLN_Integration of ICT in Teaching, Learning and Assessment_Batch 2'"
419,'CISCE_FLN_Introduction to FLN Mission'
420,'CISCE_FLN_Introduction to FLN Mission_Batch 2'
421,'CISCE_FLN_Involvement of Parents and Communities for FLN'
422,'CISCE_FLN_Learning Assessment'
423,'CISCE_FLN_Multilingual Education in Primary Grades_Batch 2'
424,'CISCE_FLN_Toy Based Pedagogy for Foundational Stage'
425,'CISCE_SEC_ Integrating Gender in Schooling Processes'
426,'CISCE_SEC_ Integrating Gender in Schooling Processes-Batch-2'
427,'CISCE_SEC_ Vocational Education'
428,'CISCE_SEC_Art Integrated Learning'
429,'CISCE_SEC_Curriculum and Inclusive Classrooms'
430,'CISCE_SEC_Curriculum and Inclusive Classrooms - Batch 2'
431,'CISCE_SEC_Health and Well-being'
432,'CISCE_SEC_ICT in Teaching-Learning and Assessment'
433,'CISCE_SEC_Initiatives in School Education'
434,'CISCE_SEC_Personal-Social Qualities for Holistic Development'
435,'CISCE_SEC_School Based Assessment'
436,'CISCE_SEC_Toy Based Pedagogy'
437,'CISCE_SEC_Toy Based Pedagogy-Batch-2'
438,'CISCE_SEC_Understanding Secondary Stage Learners'
439,"'CISCE_FLN_Integration of ICT in Teaching, Learning and Assessment'"
440,'CISCE_FLN_Involvement of Parents and Communities for FLN_Batch 2'
441,'CISCE_FLN_Learning Assessment_Batch 2'
442,'CISCE_FLN_Multilingual Education in Primary Grades'
443,'CISCE_FLN_School Leadership for Foundational Literacy and Numeracy'
444,'CISCE_FLN_School Leadership for Foundational Literacy and Numeracy_Batch 2'
445,'CISCE_FLN_Toy Based Pedagogy for Foundational Stage_Batch 2'
446,'CISCE_SEC_ Vocational Education-Batch-2'
447,'CISCE_SEC_Art Integrated Learning-Batch-2'
448,'CISCE_SEC_Health and Well-being-Batch-2'
449,'CISCE_SEC_ICT in Teaching-Learning and Assessment-Batch-2'
450,'CISCE_SEC_Initiatives in School Education-Batch-2'
451,'CISCE_SEC_Personal-Social Qualities for Holistic Development-Batch-2'
452,'CISCE_SEC_School Based Assessment-Batch-2'
453,'CISCE_SEC_Understanding Secondary Stage Learners-Batch-2'
454,'UT DNH DD_FLN_Batch 2 Shifting Towards Competency Based Education'
455,'UT DNH DD_FLN_Shifting Towards Competency Based Education'
456,'UT DNH DD_SEC_ Art Integrated Learning'
457,'UT DNH DD_SEC_ Art Integrated Learning_Batch2'
458,'UT DNH DD_SEC_Health and Well-being'
459,'UT DNH DD_SEC_Health and Well-being_Batch2'
460,'UT DNH DD_SEC_Initiatives in School Education'
461,'UT DNH DD_SEC_School Based Assessment'
462,'UT DNH DD_SEC_Understanding Secondary Stage Learners'
463,'UT DNH DD_SEC_Understanding Secondary Stage Learners_Batch2'
464,'UT DNHDD_FLN_ Batch 2 Foundational Numeracy'
465,'UT DNHDD_FLN_ Batch 2 Introduction to FLN Mission'
466,'UT DNHDD_FLN_ Foundational Numeracy'
467,'UT DNHDD_FLN_ Introduction to FLN Mission'
468,'UT DNHDD_FLN_ Involvement of Parents and Communities for FLN'
469,'UT DNHDD_FLN_Batch 2 Involvement of Parents and Communities for FLN'
470,'UT DNHDD_FLN_Batch 2 Learning Assessment'
471,'UT DNHDD_FLN_Batch 2 School Leadership for Foundational Literacy and Numeracy'
472,"'UT DNHDD_FLN_Batch 2Integration of ICT in Teaching, Learning and Assessment'"
473,'UT DNHDD_FLN_Batch2 Foundational Language and Literacy'
474,'UT DNHDD_FLN_Batch2 Multilingual Education in Primary Grades'
475,'UT DNHDD_FLN_Batch2 Toy Based Pedagogy for Foundational Stage'
476,'UT DNHDD_FLN_Foundational Language and Literacy'
477,"'UT DNHDD_FLN_Integration of ICT in Teaching, Learning and Assessment'"
478,'UT DNHDD_FLN_Learning Assessment'
479,'UT DNHDD_FLN_Multilingual Education in Primary Grades'
480,'UT DNHDD_FLN_School Leadership for Foundational Literacy and Numeracy'
481,'UT DNHDD_FLN_Toy Based Pedagogy for Foundational Stage'
482,'UT DNHDD_SEC_ Personal-Social Qualities for Holistic Development'
483,'UT DNHDD_SEC_ Personal-Social Qualities for Holistic Development_Batch2'
484,'UT DNHDD_SEC_Curriculum and Inclusive Classrooms'
485,'UT DNHDD_SEC_Curriculum and Inclusive Classrooms_Batch2'
